;massa_A;
64.314;-0.137;8.632E-2
64.347;-0.160;9.056E-2
64.380;-0.181;9.534E-2
64.414;-0.199;9.822E-2
64.447;-0.215;0.101
64.480;-0.229;0.105
64.514;-0.241;0.110
64.547;-0.250;0.114
64.580;-0.258;0.115
64.614;-0.264;0.114
64.647;-0.267;0.114
64.680;-0.266;0.115
64.714;-0.264;0.115
64.747;-0.258;0.113
64.780;-0.251;0.110
64.814;-0.240;0.108
64.847;-0.227;0.107
64.880;-0.212;0.105
64.914;-0.196;9.912E-2
64.947;-0.179;9.183E-2
64.980;-0.159;8.608E-2
65.014;-0.137;8.444E-2
65.047;-0.112;8.328E-2
65.080;-8.554E-2;8.010E-2
65.113;-5.981E-2;7.563E-2
65.147;-3.348E-2;7.284E-2
65.180;-7.516E-3;7.063E-2
65.213;2.037E-2;6.875E-2
65.247;4.824E-2;6.846E-2
65.280;7.668E-2;6.864E-2
65.313;0.103;6.900E-2
65.347;0.130;7.181E-2
65.380;0.154;7.471E-2
65.413;0.177;7.707E-2
65.447;0.201;7.855E-2
65.480;0.223;8.055E-2
65.513;0.241;8.141E-2
65.547;0.257;8.384E-2
65.580;0.272;8.833E-2
65.613;0.284;9.184E-2
65.647;0.295;9.376E-2
65.680;0.305;9.484E-2
65.713;0.310;9.598E-2
65.747;0.313;9.615E-2
65.780;0.314;9.565E-2
65.813;0.312;9.394E-2
65.847;0.307;9.353E-2
65.880;0.299;9.366E-2
65.913;0.288;9.328E-2
65.947;0.276;9.076E-2
65.980;0.262;8.610E-2
66.013;0.245;8.133E-2
66.047;0.227;7.969E-2
66.080;0.208;7.797E-2
66.113;0.185;7.557E-2
66.146;0.162;7.319E-2
66.180;0.137;7.026E-2
66.213;0.111;6.893E-2
66.246;8.427E-2;6.905E-2
66.280;5.742E-2;6.888E-2
66.313;2.967E-2;6.849E-2
66.346;2.095E-3;6.875E-2
66.380;-2.454E-2;6.987E-2
66.413;-5.028E-2;7.412E-2
66.446;-7.537E-2;7.858E-2
66.480;-9.999E-2;8.193E-2
66.513;-0.124;8.417E-2
66.546;-0.146;8.662E-2
66.580;-0.167;9.142E-2
66.613;-0.186;9.531E-2
66.646;-0.203;9.760E-2
66.680;-0.217;0.101
66.713;-0.229;0.105
66.746;-0.239;0.110
66.780;-0.248;0.112
66.813;-0.254;0.112
66.846;-0.257;0.112
66.880;-0.258;0.112
66.913;-0.256;0.113
66.946;-0.252;0.112
66.980;-0.247;0.109
67.013;-0.238;0.107
67.046;-0.224;0.106
67.080;-0.209;0.104
67.113;-0.194;9.851E-2
67.146;-0.178;9.265E-2
67.179;-0.160;8.649E-2
67.213;-0.138;8.428E-2
67.246;-0.116;8.319E-2
67.279;-9.079E-2;8.088E-2
67.313;-6.577E-2;7.725E-2
67.346;-4.081E-2;7.365E-2
67.379;-1.561E-2;7.108E-2
67.413;1.104E-2;6.910E-2
67.446;3.854E-2;6.831E-2
67.479;6.583E-2;6.831E-2
67.513;9.233E-2;6.878E-2
67.546;0.118;7.108E-2
67.579;0.143;7.361E-2
67.613;0.166;7.735E-2
67.646;0.189;7.813E-2
67.679;0.209;7.898E-2
67.713;0.229;8.070E-2
67.746;0.246;8.278E-2
67.779;0.265;9.034E-2
67.813;0.278;9.410E-2
67.846;0.288;9.564E-2
67.879;0.299;9.671E-2
67.913;0.306;9.769E-2
67.946;0.309;9.842E-2
67.979;0.310;9.777E-2
68.013;0.311;9.717E-2
68.046;0.306;9.620E-2
68.079;0.299;9.619E-2
68.112;0.290;9.550E-2
68.146;0.278;9.357E-2
68.179;0.265;8.898E-2
68.212;0.251;8.426E-2
68.246;0.234;8.169E-2
68.279;0.216;8.005E-2
68.312;0.196;7.794E-2
68.346;0.174;7.613E-2
68.379;0.150;7.357E-2
68.412;0.125;6.971E-2
68.446;9.864E-2;6.878E-2
68.479;7.234E-2;6.920E-2
68.512;4.548E-2;6.908E-2
68.546;1.867E-2;6.902E-2
68.579;-7.588E-3;6.960E-2
68.612;-3.321E-2;7.214E-2
68.646;-5.826E-2;7.626E-2
68.679;-8.202E-2;7.952E-2
68.712;-0.106;8.247E-2
68.746;-0.129;8.485E-2
68.779;-0.150;8.853E-2
68.812;-0.169;9.277E-2
68.846;-0.187;9.645E-2
68.879;-0.201;9.907E-2
68.912;-0.214;0.103
68.946;-0.225;0.107
68.979;-0.233;0.110
69.012;-0.240;0.110
69.046;-0.244;0.110
69.079;-0.245;0.111
69.112;-0.245;0.112
69.145;-0.242;0.111
69.179;-0.238;0.109
69.212;-0.230;0.106
69.245;-0.218;0.105
69.279;-0.205;0.103
69.312;-0.190;9.970E-2
69.345;-0.174;9.463E-2
69.379;-0.157;8.859E-2
69.412;-0.137;8.577E-2
69.445;-0.115;8.374E-2
69.479;-9.165E-2;8.185E-2
69.512;-6.805E-2;7.853E-2
69.545;-4.295E-2;7.469E-2
69.579;-1.809E-2;7.165E-2
69.612;6.711E-3;6.929E-2
69.645;3.314E-2;6.829E-2
69.679;5.939E-2;6.803E-2
69.712;8.515E-2;6.820E-2
69.745;0.111;6.933E-2
69.779;0.137;7.128E-2
69.812;0.158;7.434E-2
69.845;0.181;7.608E-2
69.879;0.202;7.742E-2
69.912;0.220;7.860E-2
69.945;0.237;8.048E-2
69.979;0.252;8.333E-2
70.012;0.265;8.808E-2
70.045;0.276;9.043E-2
70.079;0.286;9.146E-2
70.112;0.294;9.228E-2
70.145;0.299;9.310E-2
70.178;0.302;9.298E-2
70.212;0.302;9.250E-2
70.245;0.299;9.220E-2
70.278;0.293;9.275E-2
70.312;0.285;9.264E-2
70.345;0.275;9.069E-2
70.378;0.264;8.646E-2
70.412;0.251;8.193E-2
70.445;0.236;8.052E-2
70.478;0.219;7.934E-2
70.512;0.200;7.704E-2
70.545;0.179;7.481E-2
70.578;0.157;7.290E-2
70.612;0.132;6.937E-2
70.645;0.108;6.791E-2
70.678;8.265E-2;6.732E-2
70.712;5.739E-2;6.736E-2
70.745;3.148E-2;6.777E-2
70.778;5.542E-3;6.888E-2
70.812;-1.850E-2;6.965E-2
70.845;-4.258E-2;7.214E-2
70.878;-6.673E-2;7.623E-2
70.912;-9.022E-2;7.904E-2
70.945;-0.112;8.156E-2
70.978;-0.134;8.454E-2
71.012;-0.154;8.886E-2
71.045;-0.172;9.297E-2
71.078;-0.188;9.547E-2
71.111;-0.201;9.722E-2
71.145;-0.212;0.101
71.178;-0.222;0.105
71.211;-0.229;0.106
71.245;-0.234;0.107
71.278;-0.236;0.108
71.311;-0.236;0.109
71.345;-0.234;0.109
71.378;-0.230;0.107
71.411;-0.224;0.104
71.445;-0.214;0.102
71.478;-0.202;0.101
71.511;-0.188;9.818E-2
71.545;-0.174;9.454E-2
71.578;-0.156;8.848E-2
71.611;-0.139;8.554E-2
71.645;-0.117;8.333E-2
71.678;-9.577E-2;8.147E-2
71.711;-7.318E-2;7.792E-2
71.745;-4.954E-2;7.412E-2
71.778;-2.496E-2;7.180E-2
71.811;-2.445E-4;6.974E-2
71.845;2.429E-2;6.873E-2
71.878;4.970E-2;6.778E-2
71.911;7.558E-2;6.858E-2
71.945;0.100;6.836E-2
71.978;0.125;7.015E-2
72.011;0.147;7.220E-2
72.045;0.169;7.450E-2
72.078;0.189;7.608E-2
72.111;0.209;7.766E-2
72.144;0.226;7.953E-2
72.178;0.241;8.123E-2
72.211;0.256;8.436E-2
72.244;0.267;8.796E-2
72.278;0.277;8.972E-2
72.311;0.285;9.030E-2
72.344;0.290;9.127E-2
72.378;0.293;9.109E-2
72.411;0.293;9.060E-2
72.444;0.292;9.005E-2
72.478;0.287;9.009E-2
72.511;0.280;9.104E-2
72.544;0.272;9.016E-2
72.578;0.262;8.645E-2
72.611;0.250;8.111E-2
72.644;0.237;8.000E-2
72.677;0.222;7.962E-2
72.711;0.204;7.770E-2
72.744;0.184;7.555E-2
72.777;0.163;7.346E-2
72.811;0.141;7.072E-2
72.844;0.116;6.859E-2
72.877;9.076E-2;6.758E-2
72.911;6.669E-2;6.848E-2
72.944;4.205E-2;6.909E-2
72.977;1.810E-2;6.932E-2
73.011;-5.911E-3;6.979E-2
73.044;-2.966E-2;7.114E-2
73.077;-5.269E-2;7.454E-2
73.111;-7.654E-2;7.801E-2
73.144;-9.915E-2;8.044E-2
73.177;-0.120;8.343E-2
73.211;-0.141;8.711E-2
73.244;-0.159;9.180E-2
73.277;-0.175;9.474E-2
73.311;-0.188;9.597E-2
73.344;-0.200;9.805E-2
73.377;-0.209;0.102
73.411;-0.216;0.105
73.444;-0.223;0.105
73.477;-0.226;0.105
73.510;-0.229;0.107
73.544;-0.227;0.107
73.577;-0.224;0.106
73.611;-0.219;0.104
73.644;-0.211;0.101
73.677;-0.201;9.919E-2
73.711;-0.188;9.782E-2
73.744;-0.174;9.478E-2
73.777;-0.158;8.972E-2
73.810;-0.140;8.609E-2
73.844;-0.120;8.396E-2
73.877;-0.100;8.244E-2
73.910;-7.858E-2;7.873E-2
73.944;-5.654E-2;7.513E-2
73.977;-3.348E-2;7.290E-2
74.010;-1.003E-2;7.161E-2
74.044;1.356E-2;7.003E-2
74.077;3.914E-2;6.892E-2
74.110;6.442E-2;6.890E-2
74.144;8.762E-2;6.904E-2
74.177;0.112;6.947E-2
74.210;0.136;7.008E-2
74.244;0.157;7.294E-2
74.277;0.177;7.574E-2
74.310;0.196;7.750E-2
74.344;0.213;7.848E-2
74.377;0.229;8.056E-2
74.410;0.241;8.296E-2
74.444;0.254;8.595E-2
74.477;0.265;8.830E-2
74.510;0.274;8.907E-2
74.544;0.281;8.988E-2
74.577;0.284;9.044E-2
74.610;0.285;8.996E-2
74.644;0.284;8.905E-2
74.677;0.280;8.831E-2
74.710;0.275;8.948E-2
74.743;0.267;8.937E-2
74.777;0.259;8.775E-2
74.810;0.249;8.645E-2
74.843;0.235;7.967E-2
74.877;0.221;7.762E-2
74.910;0.205;7.575E-2
74.943;0.185;7.329E-2
74.977;0.165;7.074E-2
75.010;0.142;6.885E-2
75.043;0.120;6.712E-2
75.077;9.661E-2;6.652E-2
75.110;7.263E-2;6.678E-2
75.143;4.987E-2;6.731E-2
75.177;2.646E-2;6.759E-2
75.210;3.578E-3;6.751E-2
75.243;-1.934E-2;6.870E-2
75.277;-4.190E-2;7.078E-2
75.310;-6.498E-2;7.517E-2
75.343;-8.648E-2;7.717E-2
75.377;-0.107;7.952E-2
75.410;-0.127;8.273E-2
75.443;-0.146;8.636E-2
75.477;-0.162;8.958E-2
75.510;-0.176;9.054E-2
75.543;-0.187;9.209E-2
75.577;-0.195;9.519E-2
75.610;-0.203;9.874E-2
75.643;-0.210;0.100
75.677;-0.215;0.100
75.710;-0.218;0.101
75.743;-0.218;0.102
75.776;-0.215;0.102
75.810;-0.212;0.100
75.843;-0.204;9.643E-2
75.876;-0.194;9.473E-2
75.910;-0.182;9.349E-2
75.943;-0.167;9.042E-2
75.976;-0.151;8.517E-2
76.010;-0.136;8.227E-2
76.043;-0.118;8.021E-2
76.076;-9.963E-2;7.883E-2
76.110;-7.879E-2;7.567E-2
76.143;-5.846E-2;7.289E-2
76.176;-3.748E-2;7.003E-2
76.210;-1.455E-2;6.801E-2
76.243;8.925E-3;6.635E-2
76.276;3.293E-2;6.433E-2
76.310;5.812E-2;6.466E-2
76.343;8.153E-2;6.655E-2
76.376;0.104;6.683E-2
76.410;0.127;6.699E-2
76.443;0.147;6.785E-2
76.476;0.166;7.070E-2
76.510;0.185;7.275E-2
76.543;0.202;7.368E-2
76.576;0.216;7.489E-2
76.610;0.230;7.791E-2
76.643;0.242;8.064E-2
76.676;0.254;8.192E-2
76.710;0.264;8.298E-2
76.743;0.271;8.422E-2
76.776;0.275;8.519E-2
76.809;0.277;8.444E-2
76.843;0.277;8.378E-2
76.876;0.273;8.395E-2
76.909;0.268;8.427E-2
76.943;0.261;8.430E-2
76.976;0.253;8.152E-2
77.009;0.242;7.894E-2
77.043;0.232;7.764E-2
77.076;0.218;7.627E-2
77.109;0.203;7.472E-2
77.143;0.186;7.241E-2
77.176;0.167;7.013E-2
77.209;0.144;6.853E-2
77.243;0.123;6.674E-2
77.276;9.998E-2;6.555E-2
77.309;7.815E-2;6.535E-2
77.343;5.631E-2;6.651E-2
77.376;3.426E-2;6.745E-2
77.409;1.185E-2;6.667E-2
77.443;-1.128E-2;6.694E-2
77.476;-3.288E-2;6.937E-2
77.509;-5.464E-2;7.341E-2
77.543;-7.633E-2;7.623E-2
77.576;-9.602E-2;7.709E-2
77.609;-0.115;8.023E-2
77.643;-0.133;8.434E-2
77.676;-0.149;8.686E-2
77.709;-0.162;8.759E-2
77.742;-0.174;8.805E-2
77.776;-0.184;9.101E-2
77.809;-0.191;9.480E-2
77.842;-0.198;9.633E-2
77.876;-0.203;9.648E-2
77.909;-0.206;9.665E-2
77.942;-0.207;9.746E-2
77.976;-0.207;9.727E-2
78.009;-0.203;9.521E-2
78.042;-0.198;9.338E-2
78.076;-0.188;9.233E-2
78.109;-0.177;9.104E-2
78.142;-0.162;8.754E-2
78.176;-0.149;8.430E-2
78.209;-0.133;8.133E-2
78.242;-0.118;7.890E-2
78.276;-0.101;7.686E-2
78.309;-8.312E-2;7.493E-2
78.342;-6.337E-2;7.308E-2
78.376;-4.289E-2;7.054E-2
78.409;-2.198E-2;6.788E-2
78.442;8.298E-4;6.522E-2
78.476;2.424E-2;6.338E-2
78.509;4.829E-2;6.312E-2
78.542;7.034E-2;6.473E-2
78.576;9.268E-2;6.529E-2
78.609;0.113;6.543E-2
78.642;0.133;6.592E-2
